REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION,REACTOME_SIGNALING_BY_WNT,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,REACTOME_SIGNALING_BY_NOTCH,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,REACTOME_CA2PLUS_PATHWAY,REACTOME_TP53_REGULATES_METABOLIC_GENES,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_MAPK6_MAPK4_SIGNALING,REACTOME_PTEN_REGULATION,REACTOME_GENE_EXPRESSION_TRANSCRIPTION,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,REACTOME_ESR_MEDIATED_SIGNALING,REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,,,,,,,,,,,,,,,,,,,,,,
REACTOME_METABOLISM_OF_NON_CODING_RNA,REACTOME_METABOLISM_OF_RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ANDROGEN_BIOSYNTHESIS,REACTOME_METABOLISM_OF_STEROID_HORMONES,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_METABOLISM_OF_STEROIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INSULIN_RECEPTOR_RECYCLING,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,REACTOME_HIV_INFECTION,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,REACTOME_DISEASE,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,REACTOME_INFECTIOUS_DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_KIT_SIGNALING,REACTOME_SIGNALING_BY_SCF_KIT,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_SCF_KIT,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_NODAL,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_AXON_GUIDANCE,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NCAM1_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SEMAPHORIN_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MYOGENESIS,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_L1CAM_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_L1CAM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_L1CAM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_NETRIN_1_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RECYCLING_PATHWAY_OF_L1,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_L1CAM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DSCAM_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_NETRIN_1_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_SIGNALING_BY_NODAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3PLUS_PROGENITOR_CELLS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EPH_EPHRIN_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NETRIN_1_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_EPH_EPHRIN_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_EPH_EPHRIN_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EPHRIN_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_EPH_EPHRIN_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_EPH_EPHRIN_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,REACTOME_SEMAPHORIN_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_NETRIN_1_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_NETRIN_1_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_RAC1,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NRCAM_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_L1CAM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CHL1_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_L1CAM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEUROFASCIN_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_L1CAM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_HOX_GENES_DURING_DIFFERENTIATION,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_LGI_ADAM_INTERACTIONS,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_KERATINIZATION,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_KERATINIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_AXON_GUIDANCE,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_SIGNALING_BY_MET,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_SIGNALING_BY_NTRKS,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_SIGNALING_BY_NTRK2_TRKB,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,
REACTOME_RET_SIGNALING,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MET_ACTIVATES_PTPN11,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_AXON_GUIDANCE,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_SIGNALING_BY_MET,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REELIN_SIGNALLING_PATHWAY,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ROBO_RECEPTORS_BIND_AKAP5,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,REACTOME_DEVELOPMENTAL_BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,REACTOME_METABOLISM_OF_RNA,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,REACTOME_NONSENSE_MEDIATED_DECAY_NMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,REACTOME_DAG_AND_IP3_SIGNALING,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,REACTOME_NEURONAL_SYSTEM,REACTOME_SIGNALING_BY_GPCR,REACTOME_OPIOID_SIGNALLING,REACTOME_CA_DEPENDENT_EVENTS,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,REACTOME_G_PROTEIN_MEDIATED_EVENTS,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,REACTOME_DAG_AND_IP3_SIGNALING,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,REACTOME_NEURONAL_SYSTEM,REACTOME_SIGNALING_BY_GPCR,REACTOME_OPIOID_SIGNALLING,REACTOME_CA_DEPENDENT_EVENTS,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,REACTOME_G_PROTEIN_MEDIATED_EVENTS,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,REACTOME_DAG_AND_IP3_SIGNALING,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,REACTOME_NEURONAL_SYSTEM,REACTOME_SIGNALING_BY_GPCR,REACTOME_OPIOID_SIGNALLING,REACTOME_CA_DEPENDENT_EVENTS,REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,REACTOME_G_PROTEIN_MEDIATED_EVENTS,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,REACTOME_DAG_AND_IP3_SIGNALING,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,REACTOME_NEURONAL_SYSTEM,REACTOME_SIGNALING_BY_GPCR,REACTOME_OPIOID_SIGNALLING,REACTOME_CA_DEPENDENT_EVENTS,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,REACTOME_G_PROTEIN_MEDIATED_EVENTS,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DAG_AND_IP3_SIGNALING,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,REACTOME_SIGNALING_BY_FGFR,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,REACTOME_CELL_CELL_COMMUNICATION,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,REACTOME_CELL_JUNCTION_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
